dt,cnt_id,cycle_id,event,location_name,end_location_name,cnt_type,days_since_last_event,days_until_free
2006-06-04,TOWU7808384,TOWU7808384_cycle_2,Отправлен_по_ЖД,Владивосток,Москва,40,0,24
2006-06-04,WEDU4651205,WEDU4651205_cycle_4,Прибыл_груженый,Санкт-Петербург,Москва,20,10,14
2006-06-04,WEDU6654977,WEDU6654977_cycle_2,Прибыл_по_ЖД,Владивосток,Владивосток,20,18,18
2006-06-04,WEDU6874585,WEDU6874585_cycle_2,Прибыл_груженый,Владивосток,Москва,20,11,28
2006-06-05,CRTU3557936,CRTU3557936_cycle_4,Прибыл_груженый,Москва,Владивосток,20,16,29
2006-06-05,ERKU4123975,ERKU4123975_cycle_2,Прибыл_свободным,Москва,Москва,40,13,0
2006-06-05,KNYU1773354,KNYU1773354_cycle_2,Отправлен_грузополучателю,Москва,Москва,20,2,13
2006-06-05,KNYU1824938,KNYU1824938_cycle_4,Прибыл_груженый,Владивосток,Москва,20,8,22
2006-06-05,STNU2794431,STNU2794431_cycle_3,Прибыл_груженый,Санкт-Петербург,Москва,20,3,36
2006-06-05,TOWU8161314,TOWU8161314_cycle_2,Прибыл_свободным,Москва,Москва,20,11,0
2006-06-05,TOWU8161314,TOWU8161314_cycle_3,Передан_на_погрузку,Москва,Владивосток,20,0,35
2006-06-05,WEDU4651205,WEDU4651205_cycle_4,Отправлен_по_ЖД,Санкт-Петербург,Москва,20,1,13
2006-06-05,WEDU4651205,WEDU4651205_cycle_4,Прибыл_по_ЖД,Москва,Москва,20,0,13
2006-06-05,WEDU6654977,WEDU6654977_cycle_2,Отправлен_грузополучателю,Владивосток,Владивосток,20,1,17
2006-06-05,WEDU9910122,WEDU9910122_cycle_3,Передан_на_погрузку,Владивосток,Санкт-Петербург,40,0,42
2006-06-06,CRTU6264170,CRTU6264170_cycle_4,Передан_на_погрузку,Владивосток,Москва,40,0,45
2006-06-06,CRTU8128829,CRTU8128829_cycle_3,Прибыл_свободным,Москва,Москва,20,13,0
2006-06-06,KNYU1824938,KNYU1824938_cycle_4,Отправлен_по_ЖД,Владивосток,Москва,20,1,21
2006-06-06,KNYU3537798,KNYU3537798_cycle_3,Передан_на_погрузку,Москва,Санкт-Петербург,20,0,49
2006-06-06,STNU3092282,STNU3092282_cycle_2,Прибыл_свободным,Москва,Москва,40,16,0
2006-06-06,TIMU9543550,TIMU9543550_cycle_3,Передан_на_погрузку,Владивосток,Санкт-Петербург,40,0,47
2006-06-06,WEDU6876299,WEDU6876299_cycle_2,Прибыл_свободным,Москва,Москва,20,22,0
2006-06-06,WEDU7000544,WEDU7000544_cycle_2,Отправлен_грузополучателю,Владивосток,Владивосток,20,3,9
2006-06-07,BUTU7001309,BUTU7001309_cycle_4,Передан_на_погрузку,Владивосток,Москва,20,0,34
2006-06-07,CRTU2093770,CRTU2093770_cycle_2,Передан_на_погрузку,Санкт-Петербург,Москва,40,0,33
2006-06-07,CRTU3557936,CRTU3557936_cycle_4,Отправлен_по_ЖД,Москва,Владивосток,20,2,27
2006-06-07,STNU1402586,STNU1402586_cycle_3,Отправлен_по_ЖД,Санкт-Петербург,Москва,20,3,12
2006-06-07,STNU1402586,STNU1402586_cycle_3,Прибыл_по_ЖД,Москва,Москва,20,0,12
2006-06-07,STNU1402586,STNU1402586_cycle_3,Отправлен_грузополучателю,Москва,Москва,20,0,12
2006-06-07,TIMU6180706,TIMU6180706_cycle_3,Прибыл_груженый,Владивосток,Санкт-Петербург,40,5,53
2006-06-07,TIMU8887794,TIMU8887794_cycle_2,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,10,0
2006-06-07,TIMU8887794,TIMU8887794_cycle_3,Передан_на_погрузку,Санкт-Петербург,Москва,20,0,21
2006-06-07,WEDU2249581,WEDU2249581_cycle_4,Прибыл_груженый,Санкт-Петербург,Москва,20,12,40
2006-06-07,WEDU6874585,WEDU6874585_cycle_2,Отправлен_по_ЖД,Владивосток,Москва,20,3,25
2006-06-08,BUTU7079823,BUTU7079823_cycle_3,Прибыл_свободным,Москва,Москва,20,4,0
2006-06-08,BUTU8729025,BUTU8729025_cycle_2,Прибыл_по_ЖД,Москва,Москва,40,9,27
2006-06-08,ERKU3112209,ERKU3112209_cycle_2,Прибыл_груженый,Москва,Владивосток,20,10,30
2006-06-08,KNYU7944727,KNYU7944727_cycle_3,Прибыл_груженый,Санкт-Петербург,Москва,20,9,21
2006-06-08,STNU2794431,STNU2794431_cycle_3,Отправлен_по_ЖД,Санкт-Петербург,Москва,20,3,33
2006-06-08,STNU4510100,STNU4510100_cycle_4,Прибыл_груженый,Владивосток,Москва,20,4,36
2006-06-08,STNU4510100,STNU4510100_cycle_4,Отправлен_по_ЖД,Владивосток,Москва,20,0,36
2006-06-08,STNU6396019,STNU6396019_cycle_2,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,40,36,0
2006-06-08,TIMU6180706,TIMU6180706_cycle_3,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,40,1,52
2006-06-08,TOWU3611630,TOWU3611630_cycle_3,Прибыл_свободным,Владивосток,Владивосток,40,23,0
2006-06-08,TOWU3611630,TOWU3611630_cycle_4,Передан_на_погрузку,Владивосток,Москва,40,0,33
2006-06-08,TOWU5842316,TOWU5842316_cycle_4,Передан_на_погрузку,Санкт-Петербург,Владивосток,40,0,50
2006-06-08,WEDU2249581,WEDU2249581_cycle_4,Отправлен_по_ЖД,Санкт-Петербург,Москва,20,1,39
2006-06-08,WEDU2249581,WEDU2249581_cycle_4,Прибыл_по_ЖД,Москва,Москва,20,0,39
2006-06-08,WEDU4651205,WEDU4651205_cycle_4,Отправлен_грузополучателю,Москва,Москва,20,3,10
2006-06-08,WEDU8568487,WEDU8568487_cycle_3,Прибыл_свободным,Москва,Москва,40,11,0
2006-06-09,BUTU4321000,BUTU4321000_cycle_4,Передан_на_погрузку,Санкт-Петербург,Владивосток,40,0,37
2006-06-09,BUTU8729025,BUTU8729025_cycle_2,Отправлен_грузополучателю,Москва,Москва,40,1,26
2006-06-09,CRTU5834937,CRTU5834937_cycle_2,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,25,0
2006-06-09,KNYU1437543,KNYU1437543_cycle_3,Прибыл_по_ЖД,Владивосток,Владивосток,20,12,4
2006-06-09,KNYU1437543,KNYU1437543_cycle_3,Отправлен_грузополучателю,Владивосток,Владивосток,20,0,4
2006-06-09,KNYU3021654,KNYU3021654_cycle_4,Передан_на_погрузку,Санкт-Петербург,Москва,40,0,17
2006-06-09,KNYU7944727,KNYU7944727_cycle_3,Отправлен_по_ЖД,Санкт-Петербург,Москва,20,1,20
2006-06-09,KNYU7944727,KNYU7944727_cycle_3,Прибыл_по_ЖД,Москва,Москва,20,0,20
2006-06-09,STNU2794431,STNU2794431_cycle_3,Прибыл_по_ЖД,Москва,Москва,20,1,32
2006-06-09,STNU5088417,STNU5088417_cycle_2,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,40,21,5
2006-06-09,TIMU7964806,TIMU7964806_cycle_2,Прибыл_груженый,Владивосток,Санкт-Петербург,40,20,30
2006-06-09,TOWU6899546,TOWU6899546_cycle_3,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,16,21
2006-06-10,BUTU1300953,BUTU1300953_cycle_2,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,40,15,0
2006-06-10,ERKU3112209,ERKU3112209_cycle_2,Отправлен_по_ЖД,Москва,Владивосток,20,2,28
2006-06-10,KNYU5372067,KNYU5372067_cycle_4,Передан_на_погрузку,Москва,Владивосток,40,0,32
2006-06-10,KNYU6806102,KNYU6806102_cycle_3,Прибыл_груженый,Санкт-Петербург,Владивосток,20,10,22
2006-06-10,STNU2517447,STNU2517447_cycle_4,Прибыл_по_ЖД,Владивосток,Владивосток,40,14,35
2006-06-10,STNU5088417,STNU5088417_cycle_2,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,40,1,4
2006-06-10,TIMU1636645,TIMU1636645_cycle_3,Прибыл_груженый,Москва,Владивосток,20,18,22
2006-06-10,TIMU3631350,TIMU3631350_cycle_2,Передан_на_погрузку,Владивосток,Москва,20,0,37
2006-06-10,TIMU7964806,TIMU7964806_cycle_2,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,40,1,29
2006-06-10,TOWU8381849,TOWU8381849_cycle_3,Передан_на_погрузку,Владивосток,Москва,20,0,62
2006-06-10,WEDU2249581,WEDU2249581_cycle_4,Отправлен_грузополучателю,Москва,Москва,20,2,37
2006-06-11,CRTU6264170,CRTU6264170_cycle_4,Прибыл_груженый,Владивосток,Москва,40,5,40
2006-06-11,CRTU6264170,CRTU6264170_cycle_4,Отправлен_по_ЖД,Владивосток,Москва,40,0,40
2006-06-11,ERKU7945290,ERKU7945290_cycle_2,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,27,0
2006-06-11,KNYU6806102,KNYU6806102_cycle_3,Отправлен_по_ЖД,Санкт-Петербург,Владивосток,20,1,21
2006-06-11,STNU2517447,STNU2517447_cycle_4,Отправлен_грузополучателю,Владивосток,Владивосток,40,1,34
2006-06-11,TIMU7736033,TIMU7736033_cycle_3,Передан_на_погрузку,Владивосток,Москва,20,0,55
2006-06-11,TOWU6899546,TOWU6899546_cycle_3,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,2,19
2006-06-11,WEDU6102098,WEDU6102098_cycle_2,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,14,15
2006-06-12,CRTU2183954,CRTU2183954_cycle_3,Передан_на_погрузку,Владивосток,Санкт-Петербург,40,0,45
2006-06-12,KNYU3335859,KNYU3335859_cycle_2,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,27,0
2006-06-12,KNYU3335859,KNYU3335859_cycle_3,Передан_на_погрузку,Санкт-Петербург,Владивосток,20,0,32
2006-06-12,KNYU7944727,KNYU7944727_cycle_3,Отправлен_грузополучателю,Москва,Москва,20,3,17
2006-06-12,TIMU1636645,TIMU1636645_cycle_3,Отправлен_по_ЖД,Москва,Владивосток,20,2,20
2006-06-12,TIMU3656871,TIMU3656871_cycle_3,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,15,11
2006-06-12,TIMU3656871,TIMU3656871_cycle_3,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,0,11
2006-06-12,TIMU8887794,TIMU8887794_cycle_3,Прибыл_груженый,Санкт-Петербург,Москва,20,5,16
2006-06-12,TOWU5892461,TOWU5892461_cycle_2,Прибыл_свободным,Владивосток,Владивосток,40,17,0
2006-06-12,WEDU6102098,WEDU6102098_cycle_2,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,1,14
2006-06-13,BUTU8954572,BUTU8954572_cycle_3,Прибыл_по_ЖД,Владивосток,Владивосток,40,17,10
2006-06-13,ERKU3123425,ERKU3123425_cycle_3,Прибыл_груженый,Владивосток,Москва,20,11,30
2006-06-13,ERKU8281105,ERKU8281105_cycle_3,Прибыл_свободным,Москва,Москва,40,15,0
2006-06-13,KNYU1437543,KNYU1437543_cycle_3,Прибыл_свободным,Владивосток,Владивосток,20,4,0
2006-06-13,STNU2794431,STNU2794431_cycle_3,Отправлен_грузополучателю,Москва,Москва,20,4,28
2006-06-13,TIMU8250428,TIMU8250428_cycle_2,Прибыл_по_ЖД,Владивосток,Владивосток,20,15,38
2006-06-13,TIMU8887794,TIMU8887794_cycle_3,Отправлен_по_ЖД,Санкт-Петербург,Москва,20,1,15
2006-06-13,TIMU8887794,TIMU8887794_cycle_3,Прибыл_по_ЖД,Москва,Москва,20,0,15
2006-06-13,TOWU8351331,TOWU8351331_cycle_2,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,11,25
2006-06-13,WEDU5817433,WEDU5817433_cycle_3,Прибыл_свободным,Москва,Москва,20,21,0
2006-06-14,CRTU1715325,CRTU1715325_cycle_4,Прибыл_груженый,Санкт-Петербург,Москва,40,11,26
2006-06-14,CRTU2093770,CRTU2093770_cycle_2,Прибыл_груженый,Санкт-Петербург,Москва,40,7,26
2006-06-14,ERKU3123425,ERKU3123425_cycle_3,Отправлен_по_ЖД,Владивосток,Москва,20,1,29
2006-06-14,KNYU9683883,KNYU9683883_cycle_3,Передан_на_погрузку,Москва,Владивосток,20,0,33
2006-06-14,STNU5088417,STNU5088417_cycle_2,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,40,4,0
2006-06-14,STNU5088417,STNU5088417_cycle_3,Передан_на_погрузку,Санкт-Петербург,Владивосток,40,0,36
2006-06-14,TIMU8250428,TIMU8250428_cycle_2,Отправлен_грузополучателю,Владивосток,Владивосток,20,1,37
2006-06-14,TIMU8887794,TIMU8887794_cycle_3,Отправлен_грузополучателю,Москва,Москва,20,1,14
2006-06-14,TOWU3611630,TOWU3611630_cycle_4,Прибыл_груженый,Владивосток,Москва,40,6,27
2006-06-14,TOWU7931879,TOWU7931879_cycle_2,Прибыл_по_ЖД,Владивосток,Владивосток,40,16,3
2006-06-15,BUTU7001309,BUTU7001309_cycle_4,Прибыл_груженый,Владивосток,Москва,20,8,26
2006-06-15,KNYU3537798,KNYU3537798_cycle_3,Прибыл_груженый,Москва,Санкт-Петербург,20,9,40
2006-06-15,KNYU3537798,KNYU3537798_cycle_3,Отправлен_по_ЖД,Москва,Санкт-Петербург,20,0,40
2006-06-15,KNYU3537798,KNYU3537798_cycle_3,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,0,40
2006-06-15,STNU2356703,STNU2356703_cycle_3,Передан_на_погрузку,Москва,Владивосток,40,0,44
2006-06-15,TIMU5293271,TIMU5293271_cycle_3,Прибыл_груженый,Владивосток,Санкт-Петербург,20,13,23
2006-06-15,TOWU7931879,TOWU7931879_cycle_2,Отправлен_грузополучателю,Владивосток,Владивосток,40,1,2
2006-06-15,TOWU8161314,TOWU8161314_cycle_3,Прибыл_груженый,Москва,Владивосток,20,10,25
2006-06-15,TOWU8351331,TOWU8351331_cycle_2,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,2,23
2006-06-15,WEDU7000544,WEDU7000544_cycle_2,Прибыл_свободным,Владивосток,Владивосток,20,9,0
2006-06-15,WEDU7000544,WEDU7000544_cycle_3,Передан_на_погрузку,Владивосток,Москва,20,0,52
2006-06-16,BUTU7001309,BUTU7001309_cycle_4,Отправлен_по_ЖД,Владивосток,Москва,20,1,25
2006-06-16,BUTU7079823,BUTU7079823_cycle_4,Передан_на_погрузку,Москва,Владивосток,20,0,38
2006-06-16,BUTU8954572,BUTU8954572_cycle_3,Отправлен_грузополучателю,Владивосток,Владивосток,40,3,7
2006-06-16,CRTU1715325,CRTU1715325_cycle_4,Отправлен_по_ЖД,Санкт-Петербург,Москва,40,2,24
2006-06-16,CRTU1715325,CRTU1715325_cycle_4,Прибыл_по_ЖД,Москва,Москва,40,0,24
2006-06-16,CRTU1715325,CRTU1715325_cycle_4,Отправлен_грузополучателю,Москва,Москва,40,0,24
2006-06-16,CRTU2093770,CRTU2093770_cycle_2,Отправлен_по_ЖД,Санкт-Петербург,Москва,40,2,24
2006-06-16,KNYU3537798,KNYU3537798_cycle_3,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,1,39
2006-06-16,STNU4919514,STNU4919514_cycle_3,Передан_на_погрузку,Москва,Санкт-Петербург,40,0,19
2006-06-16,STNU4919514,STNU4919514_cycle_3,Прибыл_груженый,Москва,Санкт-Петербург,40,0,19
2006-06-16,TIMU5293271,TIMU5293271_cycle_3,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,20,1,22
2006-06-16,TIMU8061928,TIMU8061928_cycle_3,Прибыл_свободным,Владивосток,Владивосток,20,17,0
2006-06-16,TOWU2835826,TOWU2835826_cycle_2,Прибыл_свободным,Владивосток,Владивосток,40,12,0
2006-06-16,TOWU3611630,TOWU3611630_cycle_4,Отправлен_по_ЖД,Владивосток,Москва,40,2,25
2006-06-16,TOWU5892461,TOWU5892461_cycle_3,Передан_на_погрузку,Владивосток,Москва,40,0,56
2006-06-16,TOWU8161314,TOWU8161314_cycle_3,Отправлен_по_ЖД,Москва,Владивосток,20,1,24
2006-06-17,BUTU9513169,BUTU9513169_cycle_3,Прибыл_свободным,Москва,Москва,40,30,0
2006-06-17,CRTU2093770,CRTU2093770_cycle_2,Прибыл_по_ЖД,Москва,Москва,40,1,23
2006-06-17,CRTU8114609,CRTU8114609_cycle_4,Передан_на_погрузку,Владивосток,Москва,20,0,33
2006-06-17,ERKU3509749,ERKU3509749_cycle_3,Передан_на_погрузку,Владивосток,Москва,20,0,35
2006-06-17,KNYU3021654,KNYU3021654_cycle_4,Прибыл_груженый,Санкт-Петербург,Москва,40,8,9
2006-06-17,KNYU3021654,KNYU3021654_cycle_4,Отправлен_по_ЖД,Санкт-Петербург,Москва,40,0,9
2006-06-17,KNYU3021654,KNYU3021654_cycle_4,Прибыл_по_ЖД,Москва,Москва,40,0,9
2006-06-17,TIMU6310893,TIMU6310893_cycle_4,Прибыл_по_ЖД,Владивосток,Владивосток,40,16,13
2006-06-17,TOWU7808384,TOWU7808384_cycle_2,Прибыл_по_ЖД,Москва,Москва,40,13,11
2006-06-17,TOWU7931879,TOWU7931879_cycle_2,Прибыл_свободным,Владивосток,Владивосток,40,2,0
2006-06-17,TOWU7931879,TOWU7931879_cycle_3,Передан_на_погрузку,Владивосток,Москва,40,0,40
2006-06-17,WEDU8568487,WEDU8568487_cycle_4,Передан_на_погрузку,Москва,Санкт-Петербург,40,0,18
2006-06-18,KNYU1773354,KNYU1773354_cycle_2,Прибыл_свободным,Москва,Москва,20,13,0
2006-06-18,KNYU5372067,KNYU5372067_cycle_4,Прибыл_груженый,Москва,Владивосток,40,8,24
2006-06-18,KNYU8173059,KNYU8173059_cycle_4,Передан_на_погрузку,Санкт-Петербург,Москва,20,0,26
2006-06-18,STNU4919514,STNU4919514_cycle_3,Отправлен_по_ЖД,Москва,Санкт-Петербург,40,2,17
2006-06-18,STNU4919514,STNU4919514_cycle_3,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,40,0,17
2006-06-18,STNU9487869,STNU9487869_cycle_4,Передан_на_погрузку,Москва,Санкт-Петербург,40,0,8
2006-06-18,TIMU6310893,TIMU6310893_cycle_4,Отправлен_грузополучателю,Владивосток,Владивосток,40,1,12
2006-06-18,TOWU7808384,TOWU7808384_cycle_2,Отправлен_грузополучателю,Москва,Москва,40,1,10
2006-06-18,WEDU4651205,WEDU4651205_cycle_4,Прибыл_свободным,Москва,Москва,20,10,0
2006-06-19,BUTU4321000,BUTU4321000_cycle_4,Прибыл_груженый,Санкт-Петербург,Владивосток,40,10,27
2006-06-19,CRTU2093770,CRTU2093770_cycle_2,Отправлен_грузополучателю,Москва,Москва,40,2,21
2006-06-19,CRTU2183954,CRTU2183954_cycle_3,Прибыл_груженый,Владивосток,Санкт-Петербург,40,7,38
2006-06-19,ERKU5435191,ERKU5435191_cycle_3,Передан_на_погрузку,Санкт-Петербург,Москва,20,0,40
2006-06-19,KNYU1033833,KNYU1033833_cycle_3,Передан_на_погрузку,Москва,Санкт-Петербург,40,0,55
2006-06-19,KNYU3021654,KNYU3021654_cycle_4,Отправлен_грузополучателю,Москва,Москва,40,2,7
2006-06-19,STNU1402586,STNU1402586_cycle_3,Прибыл_свободным,Москва,Москва,20,12,0
2006-06-19,STNU5088417,STNU5088417_cycle_3,Прибыл_груженый,Санкт-Петербург,Владивосток,40,5,31
2006-06-20,BUTU2391445,BUTU2391445_cycle_3,Прибыл_свободным,Москва,Москва,20,22,0
2006-06-20,KNYU5372067,KNYU5372067_cycle_4,Отправлен_по_ЖД,Москва,Владивосток,40,2,22
2006-06-20,KNYU5786200,KNYU5786200_cycle_3,Передан_на_погрузку,Владивосток,Москва,20,0,29
2006-06-20,STNU4510100,STNU4510100_cycle_4,Прибыл_по_ЖД,Москва,Москва,20,12,24
2006-06-20,STNU4510100,STNU4510100_cycle_4,Отправлен_грузополучателю,Москва,Москва,20,0,24
2006-06-20,TIMU7736033,TIMU7736033_cycle_3,Прибыл_груженый,Владивосток,Москва,20,9,46
2006-06-21,CRTU2183954,CRTU2183954_cycle_3,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,40,2,36
2006-06-21,CRTU3557936,CRTU3557936_cycle_4,Прибыл_по_ЖД,Владивосток,Владивосток,20,14,13
2006-06-21,CRTU6264170,CRTU6264170_cycle_4,Прибыл_по_ЖД,Москва,Москва,40,10,30
2006-06-21,CRTU8128829,CRTU8128829_cycle_4,Передан_на_погрузку,Москва,Владивосток,20,0,33
2006-06-21,KNYU1824938,KNYU1824938_cycle_4,Прибыл_по_ЖД,Москва,Москва,20,15,6
2006-06-21,KNYU4619290,KNYU4619290_cycle_3,Передан_на_погрузку,Москва,Санкт-Петербург,40,0,10
2006-06-21,TIMU7736033,TIMU7736033_cycle_3,Отправлен_по_ЖД,Владивосток,Москва,20,1,45
2006-06-21,WEDU6874585,WEDU6874585_cycle_2,Прибыл_по_ЖД,Москва,Москва,20,14,11
2006-06-22,CRTU3557936,CRTU3557936_cycle_4,Отправлен_грузополучателю,Владивосток,Владивосток,20,1,12
2006-06-22,CRTU6264170,CRTU6264170_cycle_4,Отправлен_грузополучателю,Москва,Москва,40,1,29
2006-06-22,ERKU3112209,ERKU3112209_cycle_2,Прибыл_по_ЖД,Владивосток,Владивосток,20,12,16
2006-06-22,KNYU1824938,KNYU1824938_cycle_4,Отправлен_грузополучателю,Москва,Москва,20,1,5
2006-06-22,KNYU9630138,KNYU9630138_cycle_3,Прибыл_груженый,Владивосток,Санкт-Петербург,20,20,37
2006-06-22,KNYU9630138,KNYU9630138_cycle_3,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,20,0,37
2006-06-22,STNU4919514,STNU4919514_cycle_3,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,40,4,13
2006-06-22,STNU5088417,STNU5088417_cycle_3,Отправлен_по_ЖД,Санкт-Петербург,Владивосток,40,3,28
2006-06-22,STNU9487869,STNU9487869_cycle_4,Прибыл_груженый,Москва,Санкт-Петербург,40,4,4
2006-06-22,TOWU7931879,TOWU7931879_cycle_3,Прибыл_груженый,Владивосток,Москва,40,5,35
2006-06-22,WEDU6654977,WEDU6654977_cycle_2,Прибыл_свободным,Владивосток,Владивосток,20,17,0
2006-06-23,BUTU4321000,BUTU4321000_cycle_4,Отправлен_по_ЖД,Санкт-Петербург,Владивосток,40,4,23
2006-06-23,BUTU8954572,BUTU8954572_cycle_3,Прибыл_свободным,Владивосток,Владивосток,40,7,0
2006-06-23,ERKU3123425,ERKU3123425_cycle_3,Прибыл_по_ЖД,Москва,Москва,20,9,20
2006-06-23,KNYU9683883,KNYU9683883_cycle_3,Прибыл_груженый,Москва,Владивосток,20,9,24
2006-06-23,TIMU3631350,TIMU3631350_cycle_2,Прибыл_груженый,Владивосток,Москва,20,13,24
2006-06-23,TIMU3656871,TIMU3656871_cycle_3,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,11,0
2006-06-23,TIMU7964806,TIMU7964806_cycle_2,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,40,13,16
2006-06-23,TIMU9543550,TIMU9543550_cycle_3,Прибыл_груженый,Владивосток,Санкт-Петербург,40,17,30
2006-06-23,TOWU2984334,TOWU2984334_cycle_4,Передан_на_погрузку,Москва,Санкт-Петербург,40,0,17
2006-06-23,WEDU6874585,WEDU6874585_cycle_2,Отправлен_грузополучателю,Москва,Москва,20,2,9
2006-06-24,ERKU3112209,ERKU3112209_cycle_2,Отправлен_грузополучателю,Владивосток,Владивосток,20,2,14
2006-06-24,ERKU3509749,ERKU3509749_cycle_3,Прибыл_груженый,Владивосток,Москва,20,7,28
2006-06-24,KNYU1033833,KNYU1033833_cycle_3,Прибыл_груженый,Москва,Санкт-Петербург,40,5,50
2006-06-24,KNYU8173059,KNYU8173059_cycle_4,Прибыл_груженый,Санкт-Петербург,Москва,20,6,20
2006-06-24,KNYU8173059,KNYU8173059_cycle_4,Отправлен_по_ЖД,Санкт-Петербург,Москва,20,0,20
2006-06-24,KNYU8173059,KNYU8173059_cycle_4,Прибыл_по_ЖД,Москва,Москва,20,0,20
2006-06-24,STNU9487869,STNU9487869_cycle_4,Отправлен_по_ЖД,Москва,Санкт-Петербург,40,2,2
2006-06-24,STNU9487869,STNU9487869_cycle_4,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,40,0,2
2006-06-24,TIMU3656871,TIMU3656871_cycle_4,Передан_на_погрузку,Санкт-Петербург,Владивосток,20,0,63
2006-06-24,TIMU9543550,TIMU9543550_cycle_3,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,40,1,29
2006-06-24,TOWU2940273,TOWU2940273_cycle_3,Передан_на_погрузку,Санкт-Петербург,Владивосток,40,0,25
2006-06-24,TOWU2940273,TOWU2940273_cycle_3,Прибыл_груженый,Санкт-Петербург,Владивосток,40,0,25
2006-06-24,TOWU2984334,TOWU2984334_cycle_4,Прибыл_груженый,Москва,Санкт-Петербург,40,1,16
2006-06-24,TOWU7931879,TOWU7931879_cycle_3,Отправлен_по_ЖД,Владивосток,Москва,40,2,33
2006-06-25,KNYU1033833,KNYU1033833_cycle_3,Отправлен_по_ЖД,Москва,Санкт-Петербург,40,1,49
2006-06-25,KNYU3335859,KNYU3335859_cycle_3,Прибыл_груженый,Санкт-Петербург,Владивосток,20,13,19
2006-06-25,KNYU5786200,KNYU5786200_cycle_3,Прибыл_груженый,Владивосток,Москва,20,5,24
2006-06-25,KNYU5786200,KNYU5786200_cycle_3,Отправлен_по_ЖД,Владивосток,Москва,20,0,24
2006-06-25,KNYU6806102,KNYU6806102_cycle_3,Прибыл_по_ЖД,Владивосток,Владивосток,20,14,7
2006-06-25,KNYU8173059,KNYU8173059_cycle_4,Отправлен_грузополучателю,Москва,Москва,20,1,19
2006-06-25,KNYU9683883,KNYU9683883_cycle_3,Отправлен_по_ЖД,Москва,Владивосток,20,2,22
2006-06-25,STNU9767317,STNU9767317_cycle_3,Передан_на_погрузку,Москва,Владивосток,20,0,34
2006-06-25,STNU9845862,STNU9845862_cycle_3,Передан_на_погрузку,Владивосток,Санкт-Петербург,40,0,37
2006-06-25,TIMU1636645,TIMU1636645_cycle_3,Прибыл_по_ЖД,Владивосток,Владивосток,20,13,7
2006-06-25,TIMU3631350,TIMU3631350_cycle_2,Отправлен_по_ЖД,Владивосток,Москва,20,2,22
2006-06-25,TIMU6180706,TIMU6180706_cycle_3,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,40,17,35
2006-06-25,TIMU7964806,TIMU7964806_cycle_2,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,40,2,14
2006-06-25,TIMU8010374,TIMU8010374_cycle_2,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,23,0
2006-06-25,TOWU5842316,TOWU5842316_cycle_4,Прибыл_груженый,Санкт-Петербург,Владивосток,40,17,33
2006-06-26,BUTU7079823,BUTU7079823_cycle_4,Прибыл_груженый,Москва,Владивосток,20,10,28
2006-06-26,BUTU7079823,BUTU7079823_cycle_4,Отправлен_по_ЖД,Москва,Владивосток,20,0,28
2006-06-26,BUTU7130462,BUTU7130462_cycle_3,Передан_на_погрузку,Владивосток,Москва,20,0,41
2006-06-26,CRTU8114609,CRTU8114609_cycle_4,Прибыл_груженый,Владивосток,Москва,20,9,24
2006-06-26,CRTU8128829,CRTU8128829_cycle_4,Прибыл_груженый,Москва,Владивосток,20,5,28
2006-06-26,ERKU3123425,ERKU3123425_cycle_3,Отправлен_грузополучателю,Москва,Москва,20,3,17
